
1	3		1		0.25		
2	0.75		0.625		0.15625		
3	0.46875		0.390625		0.0976562		
4	0.292969		0.244141		0.0610352		
5	0.183105		0.152588		0.038147		
6	0.114441		0.0953674		0.0238419		
7	0.0715256		0.0596046		0.0149012		
8	0.0447035		0.0372529		0.00931323		
9	0.0279397		0.0232831		0.00582077		
10	0.0174623		0.0145519		0.00363798		
11	0.0109139		0.00909495		0.00227374		
12	0.00682121		0.00568434		0.00142109		
13	0.00426326		0.00355271		0.000888178		
14	0.00266454		0.00222045		0.000555112		
15	0.00166533		0.00138778		0.000346945		
16	0.00104083		0.000867362		0.00021684		
17	0.000650521		0.000542101		0.000135525		
18	0.000406576		0.000338813		8.47033e-05		
19	0.00025411		0.000211758		5.29396e-05		
20	0.000158819		0.000132349		3.30872e-05		
21	9.92617e-05		8.27181e-05		2.06795e-05		
22	6.20385e-05		5.16988e-05		1.29247e-05		
23	3.87741e-05		3.23117e-05		8.07794e-06		
24	2.42338e-05		2.01948e-05		5.04871e-06		
25	1.51461e-05		1.26218e-05		3.15544e-06		
26	9.46633e-06		7.88861e-06		1.97215e-06		
27	5.91646e-06		4.93038e-06		1.2326e-06		
28	3.69779e-06		3.08149e-06		7.70372e-07		
29	2.31112e-06		1.92593e-06		4.81482e-07		
30	1.44445e-06		1.20371e-06		3.00927e-07		
31	9.0278e-07		7.52316e-07		1.88079e-07		
32	5.64237e-07		4.70198e-07		1.17549e-07		
33	3.52648e-07		2.93874e-07		7.34684e-08		
34	2.20405e-07		1.83671e-07		4.59177e-08		
35	1.37753e-07		1.14794e-07		2.86986e-08		
36	8.60958e-08		7.17465e-08		1.79366e-08		
37	5.38099e-08		4.48416e-08		1.12104e-08		
